"","variable_num","variable","numbers","full_variable"
"5654",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting that travel group members left family members behind"
"5655",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"5656",NA,"stop_points_location.as_safira","0","Intentions in the next two days"
"5657",NA,"stop_points_location.as_safira","0","If there are pregnant or lactating women in the travel group, how many?"
"5658",NA,"stop_points_location.as_safira","0","If there are physically disabled people in the travel group, how many?"
"5659",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"5660",NA,"stop_points_location.as_safira","0","Key Informant (KI) Demographics"
"5661",NA,"stop_points_location.as_safira","0",NA
"5662",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"5663",NA,"stop_points_location.as_safira","0","Gender of KI"
"5664",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"5665",NA,"stop_points_location.as_safira","0","When did travel groups leave the location from which they travelled?"
"5666",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"5667",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting physically disabled people in the travel group"
"5668",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"5669",NA,"stop_points_location.as_safira","0","How many people are in travel groups?"
"5670",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"5671",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"5672",NA,"stop_points_location.as_safira","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5673",NA,"stop_points_location.as_safira","0","Location and time of displacement"
"5674",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"5675",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"5676",NA,"stop_points_location.as_safira","0","Issues encountered during displacement"
"5677",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"5678",NA,"stop_points_location.as_safira","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5679",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"5680",NA,"stop_points_location.as_safira","0","Priority needs"
"5681",NA,"stop_points_location.as_safira","0","Intentions in the next two weeks"
"5682",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"5683",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"5684",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"5685",NA,"stop_points_location.as_safira","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"5686",NA,"stop_points_location.as_safira","0","Displacement routes"
"5687",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"5688",NA,"stop_points_location.as_safira","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"5689",NA,"stop_points_location.as_safira","0","Travel group composition"
"5690",NA,"stop_points_location.as_safira","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"5691",NA,"stop_points_location.quamishli","0.3125","Location of Interview"
"5692",NA,"stop_points_location.quamishli","0.3125","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"5693",NA,"stop_points_location.quamishli","0.3125","Travel across the border"
"5694",NA,"stop_points_location.quamishli","0.3125","If there are unaccompanied or separated children in the travel group, how many?"
"5695",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each intention for their travel group in the next two days"
"5696",NA,"stop_points_location.quamishli","0.3125","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"5697",NA,"stop_points_location.quamishli","0.3125","Questionnaire"
"5698",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting that travel group members left family members behind"
"5699",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting pregnant or lactating women in the travel group"
"5700",NA,"stop_points_location.quamishli","0.3125","Intentions in the next two days"
"5701",NA,"stop_points_location.quamishli","0.3125","If there are pregnant or lactating women in the travel group, how many?"
"5702",NA,"stop_points_location.quamishli","0.3125","If there are physically disabled people in the travel group, how many?"
"5703",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting that members of the travel group were already living in displacement"
"5704",NA,"stop_points_location.quamishli","0.3125","Key Informant (KI) Demographics"
"5705",NA,"stop_points_location.quamishli","0.3125",NA
"5706",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"5707",NA,"stop_points_location.quamishli","0.3125","Gender of KI"
"5708",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"5709",NA,"stop_points_location.quamishli","0.3125","When did travel groups leave the location from which they travelled?"
"5710",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"5711",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting physically disabled people in the travel group"
"5712",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"5713",NA,"stop_points_location.quamishli","0.3125","How many people are in travel groups?"
"5714",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"5715",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"5716",NA,"stop_points_location.quamishli","0.3125","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5717",NA,"stop_points_location.quamishli","0.3125","Location and time of displacement"
"5718",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"5719",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"5720",NA,"stop_points_location.quamishli","0.3125","Issues encountered during displacement"
"5721",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"5722",NA,"stop_points_location.quamishli","0.3125","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5723",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"5724",NA,"stop_points_location.quamishli","0.3125","Priority needs"
"5725",NA,"stop_points_location.quamishli","0.3125","Intentions in the next two weeks"
"5726",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"5727",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"5728",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"5729",NA,"stop_points_location.quamishli","0.3125","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"5730",NA,"stop_points_location.quamishli","0.3125","Displacement routes"
"5731",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"5732",NA,"stop_points_location.quamishli","0.3125","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"5733",NA,"stop_points_location.quamishli","0.3125","Travel group composition"
"5734",NA,"stop_points_location.quamishli","0.3125","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"5735",NA,"stop_points_location.raju","0","Location of Interview"
"5736",NA,"stop_points_location.raju","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"5737",NA,"stop_points_location.raju","0","Travel across the border"
"5738",NA,"stop_points_location.raju","0","If there are unaccompanied or separated children in the travel group, how many?"
"5739",NA,"stop_points_location.raju","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"5740",NA,"stop_points_location.raju","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"5741",NA,"stop_points_location.raju","0","Questionnaire"
"5742",NA,"stop_points_location.raju","0","Proportion of Kis reporting that travel group members left family members behind"
"5743",NA,"stop_points_location.raju","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"5744",NA,"stop_points_location.raju","0","Intentions in the next two days"
"5745",NA,"stop_points_location.raju","0","If there are pregnant or lactating women in the travel group, how many?"
"5746",NA,"stop_points_location.raju","0","If there are physically disabled people in the travel group, how many?"
"5747",NA,"stop_points_location.raju","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"5748",NA,"stop_points_location.raju","0","Key Informant (KI) Demographics"
"5749",NA,"stop_points_location.raju","0",NA
"5750",NA,"stop_points_location.raju","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"5751",NA,"stop_points_location.raju","0","Gender of KI"
"5752",NA,"stop_points_location.raju","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"5753",NA,"stop_points_location.raju","0","When did travel groups leave the location from which they travelled?"
"5754",NA,"stop_points_location.raju","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"5755",NA,"stop_points_location.raju","0","Proportion of Kis reporting physically disabled people in the travel group"
"5756",NA,"stop_points_location.raju","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"5757",NA,"stop_points_location.raju","0","How many people are in travel groups?"
"5758",NA,"stop_points_location.raju","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"5759",NA,"stop_points_location.raju","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"5760",NA,"stop_points_location.raju","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5761",NA,"stop_points_location.raju","0","Location and time of displacement"
"5762",NA,"stop_points_location.raju","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"5763",NA,"stop_points_location.raju","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"5764",NA,"stop_points_location.raju","0","Issues encountered during displacement"
"5765",NA,"stop_points_location.raju","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"5766",NA,"stop_points_location.raju","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5767",NA,"stop_points_location.raju","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"5768",NA,"stop_points_location.raju","0","Priority needs"
"5769",NA,"stop_points_location.raju","0","Intentions in the next two weeks"
"5770",NA,"stop_points_location.raju","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"5771",NA,"stop_points_location.raju","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"5772",NA,"stop_points_location.raju","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"5773",NA,"stop_points_location.raju","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"5774",NA,"stop_points_location.raju","0","Displacement routes"
"5775",NA,"stop_points_location.raju","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"5776",NA,"stop_points_location.raju","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"5777",NA,"stop_points_location.raju","0","Travel group composition"
"5778",NA,"stop_points_location.raju","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"5779",NA,"stop_points_location.ras_al_ain","0","Location of Interview"
"5780",NA,"stop_points_location.ras_al_ain","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"5781",NA,"stop_points_location.ras_al_ain","0","Travel across the border"
"5782",NA,"stop_points_location.ras_al_ain","0","If there are unaccompanied or separated children in the travel group, how many?"
"5783",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"5784",NA,"stop_points_location.ras_al_ain","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"5785",NA,"stop_points_location.ras_al_ain","0","Questionnaire"
"5786",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting that travel group members left family members behind"
"5787",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"5788",NA,"stop_points_location.ras_al_ain","0","Intentions in the next two days"
"5789",NA,"stop_points_location.ras_al_ain","0","If there are pregnant or lactating women in the travel group, how many?"
"5790",NA,"stop_points_location.ras_al_ain","0","If there are physically disabled people in the travel group, how many?"
"5791",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"5792",NA,"stop_points_location.ras_al_ain","0","Key Informant (KI) Demographics"
"5793",NA,"stop_points_location.ras_al_ain","0",NA
"5794",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"5795",NA,"stop_points_location.ras_al_ain","0","Gender of KI"
"5796",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"5797",NA,"stop_points_location.ras_al_ain","0","When did travel groups leave the location from which they travelled?"
"5798",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"5799",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting physically disabled people in the travel group"
"5800",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"5801",NA,"stop_points_location.ras_al_ain","0","How many people are in travel groups?"
"5802",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"5803",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"5804",NA,"stop_points_location.ras_al_ain","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5805",NA,"stop_points_location.ras_al_ain","0","Location and time of displacement"
"5806",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"5807",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"5808",NA,"stop_points_location.ras_al_ain","0","Issues encountered during displacement"
"5809",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"5810",NA,"stop_points_location.ras_al_ain","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5811",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"5812",NA,"stop_points_location.ras_al_ain","0","Priority needs"
"5813",NA,"stop_points_location.ras_al_ain","0","Intentions in the next two weeks"
"5814",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"5815",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"5816",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"5817",NA,"stop_points_location.ras_al_ain","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"5818",NA,"stop_points_location.ras_al_ain","0","Displacement routes"
"5819",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"5820",NA,"stop_points_location.ras_al_ain","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"5821",NA,"stop_points_location.ras_al_ain","0","Travel group composition"
"5822",NA,"stop_points_location.ras_al_ain","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"5823",NA,"stop_points_location.banan","0","Location of Interview"
"5824",NA,"stop_points_location.banan","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"5825",NA,"stop_points_location.banan","0","Travel across the border"
"5826",NA,"stop_points_location.banan","0","If there are unaccompanied or separated children in the travel group, how many?"
"5827",NA,"stop_points_location.banan","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"5828",NA,"stop_points_location.banan","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"5829",NA,"stop_points_location.banan","0","Questionnaire"
"5830",NA,"stop_points_location.banan","0","Proportion of Kis reporting that travel group members left family members behind"
"5831",NA,"stop_points_location.banan","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"5832",NA,"stop_points_location.banan","0","Intentions in the next two days"
"5833",NA,"stop_points_location.banan","0","If there are pregnant or lactating women in the travel group, how many?"
"5834",NA,"stop_points_location.banan","0","If there are physically disabled people in the travel group, how many?"
"5835",NA,"stop_points_location.banan","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"5836",NA,"stop_points_location.banan","0","Key Informant (KI) Demographics"
"5837",NA,"stop_points_location.banan","0",NA
"5838",NA,"stop_points_location.banan","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"5839",NA,"stop_points_location.banan","0","Gender of KI"
"5840",NA,"stop_points_location.banan","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"5841",NA,"stop_points_location.banan","0","When did travel groups leave the location from which they travelled?"
"5842",NA,"stop_points_location.banan","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"5843",NA,"stop_points_location.banan","0","Proportion of Kis reporting physically disabled people in the travel group"
"5844",NA,"stop_points_location.banan","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"5845",NA,"stop_points_location.banan","0","How many people are in travel groups?"
"5846",NA,"stop_points_location.banan","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"5847",NA,"stop_points_location.banan","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"5848",NA,"stop_points_location.banan","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5849",NA,"stop_points_location.banan","0","Location and time of displacement"
"5850",NA,"stop_points_location.banan","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"5851",NA,"stop_points_location.banan","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"5852",NA,"stop_points_location.banan","0","Issues encountered during displacement"
"5853",NA,"stop_points_location.banan","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"5854",NA,"stop_points_location.banan","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5855",NA,"stop_points_location.banan","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"5856",NA,"stop_points_location.banan","0","Priority needs"
"5857",NA,"stop_points_location.banan","0","Intentions in the next two weeks"
"5858",NA,"stop_points_location.banan","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"5859",NA,"stop_points_location.banan","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"5860",NA,"stop_points_location.banan","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"5861",NA,"stop_points_location.banan","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"5862",NA,"stop_points_location.banan","0","Displacement routes"
"5863",NA,"stop_points_location.banan","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"5864",NA,"stop_points_location.banan","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"5865",NA,"stop_points_location.banan","0","Travel group composition"
"5866",NA,"stop_points_location.banan","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"5867",NA,"stop_points_location.basira","0","Location of Interview"
"5868",NA,"stop_points_location.basira","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"5869",NA,"stop_points_location.basira","0","Travel across the border"
"5870",NA,"stop_points_location.basira","0","If there are unaccompanied or separated children in the travel group, how many?"
"5871",NA,"stop_points_location.basira","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"5872",NA,"stop_points_location.basira","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"5873",NA,"stop_points_location.basira","0","Questionnaire"
"5874",NA,"stop_points_location.basira","0","Proportion of Kis reporting that travel group members left family members behind"
"5875",NA,"stop_points_location.basira","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"5876",NA,"stop_points_location.basira","0","Intentions in the next two days"
"5877",NA,"stop_points_location.basira","0","If there are pregnant or lactating women in the travel group, how many?"
"5878",NA,"stop_points_location.basira","0","If there are physically disabled people in the travel group, how many?"
"5879",NA,"stop_points_location.basira","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"5880",NA,"stop_points_location.basira","0","Key Informant (KI) Demographics"
"5881",NA,"stop_points_location.basira","0",NA
"5882",NA,"stop_points_location.basira","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"5883",NA,"stop_points_location.basira","0","Gender of KI"
"5884",NA,"stop_points_location.basira","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"5885",NA,"stop_points_location.basira","0","When did travel groups leave the location from which they travelled?"
"5886",NA,"stop_points_location.basira","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"5887",NA,"stop_points_location.basira","0","Proportion of Kis reporting physically disabled people in the travel group"
"5888",NA,"stop_points_location.basira","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"5889",NA,"stop_points_location.basira","0","How many people are in travel groups?"
"5890",NA,"stop_points_location.basira","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"5891",NA,"stop_points_location.basira","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"5892",NA,"stop_points_location.basira","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5893",NA,"stop_points_location.basira","0","Location and time of displacement"
"5894",NA,"stop_points_location.basira","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"5895",NA,"stop_points_location.basira","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"5896",NA,"stop_points_location.basira","0","Issues encountered during displacement"
"5897",NA,"stop_points_location.basira","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"5898",NA,"stop_points_location.basira","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5899",NA,"stop_points_location.basira","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"5900",NA,"stop_points_location.basira","0","Priority needs"
"5901",NA,"stop_points_location.basira","0","Intentions in the next two weeks"
"5902",NA,"stop_points_location.basira","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"5903",NA,"stop_points_location.basira","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"5904",NA,"stop_points_location.basira","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"5905",NA,"stop_points_location.basira","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"5906",NA,"stop_points_location.basira","0","Displacement routes"
"5907",NA,"stop_points_location.basira","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"5908",NA,"stop_points_location.basira","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"5909",NA,"stop_points_location.basira","0","Travel group composition"
"5910",NA,"stop_points_location.basira","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"5911",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Location of Interview"
"5912",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"5913",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Travel across the border"
"5914",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","If there are unaccompanied or separated children in the travel group, how many?"
"5915",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"5916",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"5917",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Questionnaire"
"5918",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting that travel group members left family members behind"
"5919",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"5920",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Intentions in the next two days"
"5921",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","If there are pregnant or lactating women in the travel group, how many?"
"5922",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","If there are physically disabled people in the travel group, how many?"
"5923",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"5924",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Key Informant (KI) Demographics"
"5925",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0",NA
"5926",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"5927",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Gender of KI"
"5928",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"5929",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","When did travel groups leave the location from which they travelled?"
"5930",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"5931",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting physically disabled people in the travel group"
"5932",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"5933",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","How many people are in travel groups?"
"5934",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"5935",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"5936",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5937",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Location and time of displacement"
"5938",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"5939",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"5940",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Issues encountered during displacement"
"5941",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"5942",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5943",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"5944",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Priority needs"
"5945",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Intentions in the next two weeks"
"5946",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"5947",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"5948",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"5949",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
